Work Order Id,Std Job No,WO Completed Status,WO Create Date,Ads Building Number,Ads Eastings,Ads Northings,Ads Operation Area,Ads Osapr,Street postcode,Ads Post Town,Ads Region,Ads Water Operational Area,Ads Water Supply Zone
3079146,WRNW17,Cancelled with comments                           ,23/05/2011,17,"330,147.00","673,298.00",South East,AP99188H5JL439NG69,EH151NY,EDINBURGH,South,Glencorse WOA,Durham/Portobello West WSZ
3079441,WRNW17,All Complete                                      ,23/05/2011,50,"257,916.00","658,331.00",South West,APJB6R8G5RB4VYTGW3,G443XR,GLASGOW,West,Picketlaw WOA,Greenbank WSZ
3079580,WRNW17,All Complete with Comments                        ,23/05/2011,,"393,716.00","854,908.00",North East,APNRJM8K5YP7TAFG3W,AB436TH,FRASERBURGH,East,Turriff WOA,Brackans Turriff WSZ
3079784,WRNW17,Complete (Partial)                                ,23/05/2011,109,"323,746.00","669,720.00",South East,AP7C2K8W56442HN05R,EH105RS,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
3080391,WRNW17,All Complete                                      ,24/05/2011,10,"288,424.00","679,029.00",South West,APHTLF8854X462MG1M,FK15LG,FALKIRK,West,Carron Valley WOA,Parkhead WSZ
3080414,WRNW17,All Complete                                      ,24/05/2011,16,"279,191.00","693,075.00",South West,APF982875JW4DXRGPV,FK82QW,STIRLING,West,Turret West Region WOA,Dunblane WSZ
3080507,WRNW17,All Complete with Comments                        ,24/05/2011,7,"350,361.00","614,455.00",South East,APJUBW8H5A357HEGMB,TD99EX,HAWICK,South,Roberton WOA,Crumhaugh Hill WSZ
3080585,WRNW17,Complete (Partial)                                ,24/05/2011,7,"323,008.00","675,462.00",South East,AP13208H54N44BNGN1,EH42PA,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
3080728,WRNW17,All Complete with Comments                        ,24/05/2011,1,"319,465.00","668,493.00",South East,APM7F28R5E841XT01H,EH145EF,JUNIPER GREEN,South,Marchbank WOA,Marchbank Torduff WSZ
3080810,WRNW17,All Complete                                      ,24/05/2011,35,"348,275.00","683,001.00",South East,AP3W6N8W5N1480Y02T,EH312DD,GULLANE,South,Castle Moffat WOA,Gullane WSZ
3080937,WRNW17,All Complete                                      ,24/05/2011,33,"322,149.00","669,813.00",South East,APBUF08R53042JT0YH,EH141DZ,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
3081356,WRNW17,All Complete with Comments                        ,25/05/2011,2,"371,249.00","770,795.00",North East,AP3TKE8203C5209044,AB301UL,LAURENCEKIRK,East,Whitehillocks WOA,Laurencekirk WSZ
3081671,WRNW17,Complete (Partial)                                ,25/05/2011,1,"269,645.00","660,220.00",South West,APTXL48P5084WVQ05V,G717ES,GLASGOW,South,Camps & Daer WOA,Dechmont West WSZ
3081901,WRNW17,All Complete with Comments                        ,25/05/2011,,"324,145.00","673,266.00",South East,APUPEV8R67C438TGQH,EH125DS,EDINBURGH,South,Glencorse WOA,Edinburgh Centre West WSZ
3082003,WRNW17,All Complete with Comments                        ,25/05/2011,8,"370,618.00","864,751.00",North East,APJRLM8551M5Y390JL,AB441QR,MACDUFF,East,Turriff WOA,Macduff-Low Level WSZ
3082021,WRNW17,All Complete                                      ,25/05/2011,20,"322,195.00","674,394.00",South East,AP9D208H53344TNGX1,EH43NB,EDINBURGH,South,Glencorse WOA,Murrayfield/Ravelston WSZ
3082240,WRNW17,Complete (Partial)                                ,25/05/2011,5,"339,676.00","670,327.00",South East,APRV6M8W55742TY0KT,EH332LT,TRANENT,South,Castle Moffat WOA,Castle Moffat WSZ
3084098,WRNW17,All Complete with Comments                        ,26/05/2011,626,"336,596.00","698,918.00",North East,AP1M0E825FT5GT1GLT,KY83PF,LEVEN,East,GLENFARG WOA,Carriston WSZ
3084178,WRNW17,All Complete with Comments                        ,26/05/2011,,"255,939.00","858,283.00",North West,AP6MEG8X5505VX9GAB,IV159QU,DINGWALL,North,Assynt WOA,Pitglassie WSZ
3084211,WRNW17,All Complete with Comments                        ,26/05/2011,5,"339,676.00","670,327.00",South East,APRV6M8W55742TY0KT,EH332LT,TRANENT,South,Castle Moffat WOA,Castle Moffat WSZ
3084775,WRNW17,All Complete with Comments                        ,27/05/2011,5,"370,124.00","864,439.00",North East,APQU4U8550N2YX6GVL,AB441UD,MACDUFF,East,Turriff WOA,Macduff-Low Level WSZ
3085014,WRNW17,Complete (Partial)                                ,27/05/2011,9,"326,758.00","691,273.00",North East,APD41Y8H5V04C2UGN1,KY25NF,KIRKCALDY,East,GLENFARG WOA,Torbain WSZ
3087468,WRNW17,Complete (Partial)                                ,30/05/2011,9,"333,630.00","672,328.00",South East,APW4EF8959W43TU0AJ,EH216NU,MUSSELBURGH,South,Rosebery (Ed & Lothian) WOA,Chalkieside WSZ
3088610,WRNW17,Complete (Partial)                                ,31/05/2011,68,"351,045.00","716,790.00",North East,APAB1X8J5BX48NU043,KY169AH,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Nether Strathkinness WSZ
3088836,WRNW17,Complete (Partial)                                ,31/05/2011,16,"319,367.00","566,346.00",South East,APFM8F8B5DJ50VA0TH,DG126AW,ANNAN,South,Black Esk WOA,Landheads WSZ
3090198,WRNW17,All Complete with Comments                        ,01/06/2011,13,"322,124.00","862,902.00",North West,APGRLL8M53E5X69GYH,IV301EU,ELGIN,East,Glenlatterach & Badentinan WOA,Morriston WSZ
3090316,WRNW17,All Complete with Comments                        ,01/06/2011,1,"314,849.00","869,522.00",North West,APU0LM855WK5169G6G,IV305TD,ELGIN,East,Glenlatterach & Badentinan WOA,Hopeman WSZ
3090720,WRNW17,All Complete                                      ,02/06/2011,47,"373,148.00","634,085.00",South East,APL6KQ8H56P6G5AGCC,TD57AW,KELSO,South,Roberton WOA,Bowmont WSZ
3090808,WRNW17,Complete (Partial)                                ,02/06/2011,1,"350,200.00","716,468.00",North East,AP0E1X8J5AA48HUG43,KY169DD,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Nether Strathkinness WSZ
3090816,WRNW17,All Complete with Comments                        ,02/06/2011,55,"304,271.00","858,636.00",North West,APQX9H8D3035V3F020,IV361DW,FORRES,East,Glenlatterach & Badentinan WOA,Clunyhill Burgh WSZ
3090858,WRNW17,All Complete with Comments                        ,02/06/2011,8,"303,771.00","858,734.00",North West,APTQLN8M5F35V590XG,IV361NU,FORRES,East,Glenlatterach & Badentinan WOA,Clunyhill Burgh WSZ
3091161,WRNW17,All Complete                                      ,02/06/2011,,"232,295.00","639,043.00",South West,AP84DN8G5PB5KJEG9H,KA120LN,IRVINE,West,Bradan WOA,Highlees WSZ
3092799,WRNW17,All Complete                                      ,03/06/2011,,"287,223.00","642,794.00",South West,AP6PA1805235LEFG7M,ML119TG,LANARK,South,Camps & Daer WOA,Camps & Douglas Moor WSZ
3092962,WRNW17,All Complete with Comments                        ,03/06/2011,9,"323,319.00","870,054.00",North West,APY1HF8M55Q02N1GYH,IV316HR,LOSSIEMOUTH,East,Spey Badentinan WOA,Lossiemouth (Coulardhill)Low WSZ
3093053,WRNW17,All Complete with Comments                        ,03/06/2011,29,"318,842.00","566,042.00",South East,APPW8F8U5CH50PA0RH,DG126BY,ANNAN,South,Black Esk WOA,Landheads WSZ
3095601,WRNW17,All Complete with Comments                        ,06/06/2011,24,"330,444.00","665,606.00",South East,APR3EC8R5K640HU0EH,EH181LN,LASSWADE,South,Rosebery (Ed & Lothian) WOA,Rosebery WRM WSZ
3095887,WRNW17,All Complete with Comments                        ,06/06/2011,7,"280,649.00","690,642.00",South West,APK84B805MQ4CQUGPL,FK70AH,STIRLING,West,Turret West Region WOA,Sauchieburn WSZ
3095991,WRNW17,Complete (Partial)                                ,06/06/2011,43,"279,611.00","691,923.00",South West,APWA4C8G5K74CCUGWL,FK82AP,STIRLING,West,Turret West Region WOA,Dunblane WSZ
3096009,WRNW17,All Complete                                      ,06/06/2011,1,"295,976.00","697,899.00",South West,APHM7N805K64F9RGY5,FK147EY,DOLLAR,West,Turret West Region WOA,Dunblane WSZ
3096187,WRNW17,All Complete                                      ,06/06/2011,101,"288,729.00","643,937.00",South West,APAJA8875514MXUGYW,ML117BJ,LANARK,South,Camps & Daer WOA,Smyllum Tower Camps Mix WSZ
3096329,WRNW17,Complete (Partial)                                ,06/06/2011,3,"279,030.00","693,406.00",South West,APDF82875J34D3R0PV,FK82RD,STIRLING,West,Turret West Region WOA,Dunblane WSZ
3097421,WRNW17,Cancelled with comments                           ,07/06/2011,18,"288,080.00","663,992.00",South West,APVVAU8C5484YPUGT5,ML75TL,SHOTTS,South,Daer WOA,Hirst WSZ
3098176,WRNW17,Cancelled with comments                           ,07/06/2011,41,"320,716.00","675,647.00",South East,APR0228H50644EN0T1,EH45LQ,EDINBURGH,South,Marchbank WOA,Marchbank Hermiston WSZ
3098182,WRNW17,All Complete with Comments                        ,07/06/2011,41,"320,716.00","675,647.00",South East,APR0228H50644EN0T1,EH45LQ,EDINBURGH,South,Marchbank WOA,Marchbank Hermiston WSZ
3098231,WRNW17,All Complete with Comments                        ,07/06/2011,153,"322,543.00","674,842.00",South East,AP1D2081549441NGA1,EH42NA,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
3098252,WRNW17,All Complete with Comments                        ,07/06/2011,1,"313,248.00","862,111.00",North West,APQA9G8D5J05XVF0Q0,IV308UR,ELGIN,East,Glenlatterach & Badentinan WOA,Spynie WSZ
3098436,WRNW17,All Complete                                      ,07/06/2011,57,"266,252.00","668,542.00",South West,APUY438Q59441XQ0RL,G336HQ,GLASGOW,South,Balmore South Region Nith WOA,Brackenhirst WSZ
3099407,WRNW17,Complete (Partial)                                ,08/06/2011,51,"280,757.00","659,073.00",South West,APGLLT8GNML4VDW0DL,ML15LR,MOTHERWELL,South,Daer WOA,Greenhill WSZ
3099691,WRNW17,All Complete with Comments                        ,08/06/2011,,"350,034.00","614,239.00",South East,AP4F778159Y56EAGM3,TD90AU,HAWICK,South,Roberton WOA,Crumhaugh Hill WSZ
3100870,WRNW17,All Complete with Comments                        ,09/06/2011,51,"280,757.00","659,073.00",South West,APGLLT8GNML4VDW0DL,ML15LR,MOTHERWELL,South,Daer WOA,Greenhill WSZ
3101481,WRNW17,All Complete with Comments                        ,10/06/2011,65,"393,616.00","805,206.00",North East,AP0B98855XK421T0HM,AB116TQ,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
3101611,WRNW17,All Complete                                      ,10/06/2011,17,"235,228.00","625,487.00",South West,APX74A805CH5CXAGDJ,KA91NJ,PRESTWICK,West,Bradan WOA,Ladykirk WSZ
3101669,WRNW17,All Complete with Comments                        ,10/06/2011,,"279,470.00","589,774.00",South East,APWPF68V5KE5BAE0QV,DG34EF,THORNHILL,South,Kettleton WOA,Kettleton CWT WSZ
3104316,WRNW17,All Complete with Comments                        ,13/06/2011,3,"392,466.00","806,743.00",North East,AP4C9G8M5VU43RT0CM,AB155PZ,ABERDEEN,East,Invercannie & Mannofield WOA,Slopefield WSZ
3105237,WRNW17,All Complete                                      ,13/06/2011,6,"277,448.00","658,380.00",South West,AP08J78Q5G37V0X08L,ML15LE,MOTHERWELL,South,Balmore South Region Nith WOA,Dalmacoulter WSZ
3105279,WRNW17,All Complete with Comments                        ,13/06/2011,7,"321,647.00","675,138.00",South East,AP11EC8D521446T0LR,EH42AW,EDINBURGH,South,Glencorse WOA,Blackhall/Davidson's Mains WSZ
3105346,WRNW17,All Complete with Comments                        ,14/06/2011,,"376,415.00","837,675.00",North East,APXM7F855WF5JVAGJL,AB538JN,TURRIFF,East,Turriff WOA,Fyvie - Gallowslack WSZ
3105373,WRNW17,All Complete with Comments                        ,14/06/2011,56,"266,504.00","845,865.00",North West,APTDEJ8X59H5NV90FC,IV11NS,INVERNESS,North,Inverness WOA,Inverness WSZ
3105514,WRNW17,All Complete                                      ,14/06/2011,6,"277,448.00","658,380.00",South West,AP08J78Q5G37V0X08L,ML15LE,MOTHERWELL,South,Balmore South Region Nith WOA,Dalmacoulter WSZ
3105596,WRNW17,All Complete                                      ,14/06/2011,1,"314,849.00","869,522.00",North West,APU0LM855WK5169G6G,IV305TD,ELGIN,East,Glenlatterach & Badentinan WOA,Hopeman WSZ
3105723,WRNW17,Cancelled with comments                           ,14/06/2011,9,"326,758.00","691,273.00",North East,APD41Y8H5V04C2UGN1,KY25NF,KIRKCALDY,East,GLENFARG WOA,Torbain WSZ
3106094,WRNW17,All Complete                                      ,14/06/2011,20,"320,633.00","675,031.00",South East,APKC248D501444N0PR,EH47AQ,EDINBURGH,South,Marchbank WOA,Clermiston WSZ
3106096,WRNW17,All Complete with Comments                        ,14/06/2011,37,"325,680.00","671,006.00",South East,AP1F1N8H5TD425NG11,EH93HS,EDINBURGH,South,Glencorse WOA,Blackford WSZ
3106111,WRNW17,All Complete                                      ,14/06/2011,22,"318,909.00","676,600.00",South East,APUVGP8H5CM25VJGE9,EH46HX,EDINBURGH,South,Marchbank WOA,Marchbank Hermiston WSZ
3106118,WRNW17,All Complete                                      ,14/06/2011,5,"326,762.00","671,250.00",South East,APP91G815V0429NGD1,EH165NH,EDINBURGH,South,Glencorse WOA,Nether Liberton WSZ
3106209,WRNW17,All Complete with Comments                        ,14/06/2011,6,"297,043.00","662,404.00",South East,AP23J1885MR4XYYG0M,EH478EJ,BATHGATE,South,Pateshill WOA,Pateshill WSZ
3106246,WRNW17,Complete (Partial)                                ,14/06/2011,1,"350,200.00","716,468.00",North East,AP0E1X8J5AA48HUG43,KY169DD,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Nether Strathkinness WSZ
3106369,WRNW17,All Complete with Comments                        ,14/06/2011,4,"265,886.00","668,586.00",South West,APYM438858W41YQ0PL,G336DX,GLASGOW,South,Balmore South Region Nith WOA,Brackenhirst WSZ
3106712,WRNW17,All Complete with Comments                        ,15/06/2011,"1,763.00","265,495.00","663,968.00",South West,APCE46885PM4YPQ0QK,G329AR,GLASGOW,West,Milngavie WOA,C4 Craigmaddie WSZ
3107544,WRNW17,All Complete with Comments                        ,16/06/2011,6,"349,203.00","699,982.00",North East,AP9U4N8H5PN4G9UGP2,KY91DS,LEVEN,East,Glenfarg & Glendevon WOA,Carnbee WSZ
3107609,WRNW17,All Complete with Comments                        ,16/06/2011,26,"283,494.00","561,351.00",South East,APCK7H8V5BA5WEAGBD,DG54HE,DALBEATTIE,South,Lochinvar WOA,Caigton WSZ
3107742,WRNW17,All Complete with Comments                        ,16/06/2011,1,"350,200.00","716,468.00",North East,AP0E1X8J5AA48HUG43,KY169DD,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Nether Strathkinness WSZ
3107846,WRNW17,All Complete with Comments                        ,16/06/2011,17,"279,255.00","697,216.00",South West,APFY82875JH4FXRGVV,FK94AX,STIRLING,West,Turret West Region WOA,Sunnylaw WSZ
3108337,WRNW17,All Complete with Comments                        ,16/06/2011,,"285,242.00","553,779.00",South East,APLAAX8D5E75TQE045,DG54QG,DALBEATTIE,South,Lochinvar WOA,Lochinvar WSZ
3108449,WRNW17,Complete (Partial)                                ,16/06/2011,,"316,934.00","673,732.00",South East,APF2F78959A44GTGCH,EH120BB,EDINBURGH,South,Glencorse WOA,East Craigs/N. Corstorphine WSZ
3108606,WRNW17,All Complete with Comments                        ,17/06/2011,,"338,289.00","700,564.00",North East,AP4Q0BA0G2H40QX04J,KY84PD,LEVEN,East,Glenfarg & Glendevon WOA,Dykeneuk WSZ
3108690,WRNW17,Cancelled with comments                           ,17/06/2011,,"304,478.00","640,414.00",South West,APTFG58R50Y2K7M0BG,ML126RE,BIGGAR,South,Coulter WOA,Coulter WSZ
3108768,WRNW17,Complete (Partial)                                ,17/06/2011,2,"324,587.00","670,995.00",South East,APHVKF896Q85246G2H,EH104RP,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
3109051,WRNW17,All Complete with Comments                        ,17/06/2011,,"297,583.00","554,388.00",South East,AP0TF68C5NU5T1E0MW,DG28AZ,DUMFRIES,South,Cargen Borehole WOA,Airdrie WSZ
3109183,WRNW17,Complete (Partial)                                ,17/06/2011,31,"391,881.00","804,402.00",North East,APLR9K8M5U642LT0JM,AB107NJ,ABERDEEN,East,Invercannie & Mannofield WOA,Airyhall WSZ
3109330,WRNW17,All Complete with Comments                        ,17/06/2011,,"316,934.00","673,732.00",South East,APF2F78959A44GTGCH,EH120BB,EDINBURGH,South,Glencorse WOA,East Craigs/N. Corstorphine WSZ
3119531,WRNW17,All Complete with Comments                        ,20/06/2011,6,"233,762.00","620,873.00",South West,APA44D8G59N5ANAG1J,KA72SL,AYR,West,Bradan WOA,Knockjarder WSZ
3119534,WRNW17,All Complete with Comments                        ,20/06/2011,36,"255,106.00","659,098.00",South West,AP6CAJ8G53V4VBQ0LK,G467HW,GLASGOW,West,Milngavie WOA,C1 Gorbals Thornliebank WSZ
3120362,WRNW17,All Complete with Comments                        ,20/06/2011,109,"323,746.00","669,720.00",South East,AP7C2K8W56442HN05R,EH105RS,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
3120729,WRNW17,All Complete                                      ,21/06/2011,79,"275,085.00","656,617.00",South West,APVL32805TV4U4RGVL,ML13AA,MOTHERWELL,South,Daer WOA,Legbrannock WSZ
3120817,WRNW17,Complete (Partial)                                ,21/06/2011,33,"337,141.00","699,605.00",North East,APBADE8H50R4G4UG8A,KY83DH,LEVEN,East,GLENFARG WOA,Carriston WSZ
3121154,WRNW17,All Complete with Comments                        ,21/06/2011,,"347,733.00","682,956.00",South East,APD6FE895MF480U08J,EH312BE,GULLANE,South,Castle Moffat WOA,Gullane WSZ
3121202,WRNW17,Complete (Partial)                                ,21/06/2011,4,"207,909.00","667,258.00",South West,AP9V9C8G77650AF0L0,PA200LQ,ISLE OF BUTE,West,Loch Ascog WOA,Ascog WSZ
3121911,WRNW17,All Complete                                      ,22/06/2011,,"283,533.00","644,778.00",South West,AP0M5C8V5BD5MBEGT5,ML119XL,LANARK,South,Daer WOA,Stonebyres WSZ
3122068,WRNW17,All Complete                                      ,22/06/2011,1,"224,556.00","676,867.00",South West,APUDBF885Q0450U0PH,PA191YF,GOUROCK,West,Greenock WOA,Larkfield WSZ
3122201,WRNW17,All Complete with Comments                        ,22/06/2011,2,"324,587.00","670,995.00",South East,APHVKF896Q85246G2H,EH104RP,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
3122286,WRNW17,All Complete with Comments                        ,22/06/2011,,"275,427.00","665,271.00",South West,AP6U9J8V5U24YBRGX4,ML60DH,AIRDRIE,South,Balmore South Region Nith WOA,Dalmacoulter WSZ
3122358,WRNW17,All Complete with Comments                        ,22/06/2011,4,"207,909.00","667,258.00",South West,AP9V9C8G77650AF0L0,PA200LQ,ISLE OF BUTE,West,Loch Ascog WOA,Ascog WSZ
3122595,WRNW17,All Complete with Comments                        ,23/06/2011,,"316,916.00","673,737.00",South East,AP95F78959944GT0CH,EH120BB,EDINBURGH,South,Glencorse WOA,East Craigs/N. Corstorphine WSZ
3123218,WRNW17,All Complete with Comments                        ,23/06/2011,30,"298,002.00","576,463.00",South East,AP7PF18C5P555TEGWW,DG13AQ,DUMFRIES,South,Killylour & Terregles WOA,Clunie WSZ
3123442,WRNW17,Complete (Partial)                                ,23/06/2011,75,"288,386.00","681,420.00",South West,AP551W8G54V478TGMM,FK27JH,FALKIRK,West,Carron Valley WOA,Woodend WSZ
3124194,WRNW17,All Complete with Comments                        ,24/06/2011,11,"355,200.00","702,674.00",North East,AP0R0M8753J41RU0NK,KY102LX,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
3124336,WRNW17,All Complete                                      ,24/06/2011,53,"277,499.00","655,479.00",South West,APNVAL8V5Y34UJU064,ML27TE,WISHAW,South,Daer & Coulter WOA,Waterloo SR (Coulter Daer) WSZ
3124359,WRNW17,Cancelled with comments                           ,24/06/2011,,"316,916.00","673,737.00",South East,AP95F78959944GT0CH,EH120BB,EDINBURGH,South,Glencorse WOA,East Craigs/N. Corstorphine WSZ
3124534,WRNW17,All Complete                                      ,24/06/2011,33,"337,141.00","699,605.00",North East,APBADE8H50R4G4UG8A,KY83DH,LEVEN,East,GLENFARG WOA,Carriston WSZ
3127839,WRNW17,All Complete                                      ,27/06/2011,29,"318,842.00","566,042.00",South East,APPW8F8U5CH50PA0RH,DG126BY,ANNAN,South,Black Esk WOA,Landheads WSZ
3128120,WRNW17,All Complete                                      ,27/06/2011,89,"288,655.00","643,892.00",South West,APJT5C8C55C5MWE0N5,ML117BJ,LANARK,South,Camps & Daer WOA,Smyllum Tower Camps Mix WSZ
3128598,WRNW17,All Complete with Comments                        ,27/06/2011,43,"279,611.00","691,923.00",South West,APWA4C8G5K74CCUGWL,FK82AP,STIRLING,West,Turret West Region WOA,Dunblane WSZ
3129019,WRNW17,Complete (Partial)                                ,28/06/2011,,"328,333.00","706,755.00",North East,AP6R89886Y463RG0C9,KY157EL,CUPAR,East,LHills & GFarg & Glendevon WOA,Balreavie WSZ
3129058,WRNW17,All Complete with Comments                        ,28/06/2011,27,"326,624.00","686,454.00",North East,AP9T4J8H5V84ANU0G1,KY39RG,BURNTISLAND,East,GLENFARG WOA,Kinghorn WSZ
3129073,WRNW17,Complete (Partial)                                ,28/06/2011,,"350,037.00","716,465.00",North East,APA81X8J59Y48HUG43,KY169DJ,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Nether Strathkinness WSZ
3129228,WRNW17,Complete (Partial)                                ,28/06/2011,21,"273,562.00","611,439.00",South East,APLQ838Q57W552A0EL,DG46SB,SANQUHAR,South,Afton South Region WOA,Corserigg WSZ
3129239,WRNW17,All Complete with Comments                        ,28/06/2011,20,"324,569.00","674,259.00",South East,APK9268D57P44QNGCR,EH36DA,EDINBURGH,South,Glencorse WOA,Edinburgh Centre West WSZ
3129447,WRNW17,All Complete                                      ,28/06/2011,5,"352,710.00","701,789.00",North East,APAX0M8P5EN40BUGLK,KY102DJ,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
3129461,WRNW17,Cancelled with comments                           ,28/06/2011,33,"322,149.00","669,813.00",South East,APBUF08R53042JT0YH,EH141DZ,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
3129464,WRNW17,Cancelled with comments                           ,28/06/2011,5,"352,710.00","701,789.00",North East,APAX0M8P5EN40BUGLK,KY102DJ,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
3129466,WRNW17,,28/06/2011,33,"322,149.00","669,813.00",South East,APBUF08R53042JT0YH,EH141DZ,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
3129475,WRNW17,Cancelled with comments                           ,28/06/2011,5,"352,710.00","701,789.00",North East,APAX0M8P5EN40BUGLK,KY102DJ,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
3129533,WRNW17,Cancelled with comments                           ,28/06/2011,5,"352,710.00","701,789.00",North East,APAX0M8P5EN40BUGLK,KY102DJ,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
3129559,WRNW17,All Complete                                      ,28/06/2011,5,"352,710.00","701,789.00",North East,APAX0M8P5EN40BUGLK,KY102DJ,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
3129567,WRNW17,Cancelled with comments                           ,28/06/2011,5,"352,710.00","701,789.00",North East,APAX0M8P5EN40BUGLK,KY102DJ,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
3129847,WRNW17,All Complete with Comments                        ,29/06/2011,3,"279,030.00","693,406.00",South West,APDF82875J34D3R0PV,FK82RD,STIRLING,West,Turret West Region WOA,Dunblane WSZ
3129975,WRNW17,Cancelled by Bulk Closure                         ,29/06/2011,31,"324,101.00","670,106.00",South East,APBD2K8W57A42PN0KR,EH105TE,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
3130029,WRNW17,All Complete                                      ,29/06/2011,315,"268,533.00","657,851.00",South West,AP8WDH885DK4VPQ02L,G729HN,GLASGOW,South,Camps & Daer WOA,Auchentibber WSZ
3130162,WRNW17,Complete (Partial)                                ,29/06/2011,5,"352,710.00","701,789.00",North East,APAX0M8P5EN40BUGLK,KY102DJ,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
3130167,WRNW17,All Complete with Comments                        ,29/06/2011,24,"293,298.00","681,570.00",South West,AP5HL88C5XF47AM0T5,FK39DN,GRANGEMOUTH,West,C V & Turret & Balmore WOA,Millhall WSZ
3130182,WRNW17,All Complete with Comments                        ,29/06/2011,27,"253,599.00","672,510.00",South West,AP1XAR8G50X43VQ01K,G614BE,GLASGOW,West,Burncrooks WOA,Baljaffray WSZ
3130641,WRNW17,All Complete with Comments                        ,29/06/2011,10,"288,424.00","679,029.00",South West,APHTLF8854X462MG1M,FK15LG,FALKIRK,West,Carron Valley WOA,Parkhead WSZ
3130916,WRNW17,Complete (Partial)                                ,30/06/2011,21,"273,562.00","611,439.00",South East,APLQ838Q57W552A0EL,DG46SB,SANQUHAR,South,Afton South Region WOA,Corserigg WSZ
3130968,WRNW17,All Complete with Comments                        ,30/06/2011,29,"320,510.00","673,121.00",South East,APWG2A8W509436NGAR,EH126JS,EDINBURGH,South,Glencorse WOA,East Craigs/N. Corstorphine WSZ
3131091,WRNW17,All Complete with Comments                        ,30/06/2011,5,"352,710.00","701,789.00",North East,APAX0M8P5EN40BUGLK,KY102DJ,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
3131303,WRNW17,All Complete with Comments                        ,30/06/2011,,"395,130.00","805,066.00",North East,APA09B8M5HH42YT00M,AB119NN,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
3131778,WRNW17,Complete (Partial)                                ,30/06/2011,21,"273,562.00","611,439.00",South East,APLQ838Q57W552A0EL,DG46SB,SANQUHAR,South,Afton South Region WOA,Corserigg WSZ
3135713,WRNW17,All Complete                                      ,04/07/2011,10,"265,982.00","660,744.00",South West,APL3DG8Q58K4W5Q08L,G727SA,GLASGOW,South,Camps & Daer WOA,Dechmont West WSZ
3135923,WRNW17,All Complete                                      ,04/07/2011,30,"277,179.00","665,229.00",South West,APQ6MG8P5XY4YBTGKV,ML68AA,AIRDRIE,South,Daer WOA,Roughrigg WSZ
3136130,WRNW17,All Complete with Comments                        ,04/07/2011,21,"273,562.00","611,439.00",South East,APLQ838Q57W552A0EL,DG46SB,SANQUHAR,South,Afton South Region WOA,Corserigg WSZ
3136300,WRNW17,All Complete with Comments                        ,04/07/2011,32,"298,074.00","576,991.00",South East,APMY7N8C5PR552AGYD,DG11NY,DUMFRIES,South,Killylour & Terregles WOA,Clunie WSZ
3136855,WRNW17,Complete (Partial)                                ,05/07/2011,4,"296,214.00","575,483.00",South East,APDE7R8W5KM54BA0R5,DG27PH,DUMFRIES,South,Killylour & Terregles WOA,Clunie WSZ
3137049,WRNW17,All Complete with Comments                        ,05/07/2011,,"279,291.00","693,029.00",South West,APMK4C8G5JK4DWUGXL,FK82QR,STIRLING,West,Turret West Region WOA,Dunblane WSZ
3137718,WRNW17,All Complete with Comments                        ,05/07/2011,7,"354,751.00","702,548.00",North East,APXT0M8P52M41PU0MK,KY102QB,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
3138123,WRNW17,Cancelled by Bulk Closure                         ,06/07/2011,6,"324,028.00","676,571.00",South East,APRD1W8156M45VNG41,EH52AT,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
3138255,WRNW17,All Complete                                      ,06/07/2011,141,"325,173.00","671,532.00",South East,APP1JV815RG12DP0J9,EH92HB,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
